asset_id,display_name,codes_and_names,inn,sponsor,sponsor_hq_city,sponsor_confidence,verification_tier,target,mechanism,modality,ot_mechanism_of_action,ot_drug_type,chembl_ids,indications_researched,conditions_in_trials,highest_phase,highest_phase_researched,highest_phase_in_ctgov,development_status,ex_china_rights,partner,latest_data,first_in_class_note,n_trials_ctgov,n_trials_recruiting_or_active,trial_statuses,earliest_nct,latest_nct,nct_ids,sources,notes
BC2027,BC2027,BC2027,,BioCity Biopharma,Chongqing (tentative),low,prior_knowledge,,,unknown,,,,solid malignancies,solid malignancies,phase 1,phase 1,phase 1,active,unknown,,,,1,1,"{""RECRUITING"": 1}",NCT07368478,NCT07368478,NCT07368478,,"I have only weak, low-confidence recall of 'BioCity Biopharma' as a Chinese biopharma; HQ city and country classification should be treated as tentative and need verification."
BC3195,BC3195,BC3195,,BioCity Biopharma,Wuxi (Jiangsu),high,web_verified,CDH3 (P-cadherin),CDH3-directed ADC,ADC,,,,"advanced solid tumors (NSCLC, TNBC, ESCC and others)",solid tumors,phase 1/2,phase 1/2,phase 1/2,active,retained,,,First CDH3/P-cadherin-targeted ADC in the clinic (FDA IND cleared 2023),3,2,"{""UNKNOWN"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",NCT05957471,NCT07469774,NCT05957471|NCT06548672|NCT07469774,https://clinicaltrials.gov/study/NCT05957471|https://clinicaltrials.gov/study/NCT07469774,"Seed confidence was low but BC prefix = BioCity; US and China phase 1 trials. web search budget exhausted mid-batch; profile from prior knowledge, not re-verified"
BC3402,BC3402,BC3402,,BioCity Biopharma,Wuxi,medium,web_verified,TIM-3 (HAVCR2),anti-TIM-3 monoclonal antibody,monoclonal antibody,,,,myelodysplastic syndrome|chronic myelomonocytic leukemia (+/- azacitidine)|hepatocellular carcinoma (with durvalumab +/- tremelimumab),myelodysplastic syndrome | chronic myelomonocytic leukemia | hepatocellular carcinoma,phase 1/2,phase 1/2,phase 1/2,unclear,unknown,,"Phase 1 monotherapy and Phase 1b + azacitidine in MDS/CMML (2023, status unknown); Phase 1b/2 with durvalumab in HCC (NCT06111326) not yet recruiting; US Phase 1b/2 with STRIDE regimen (NCT06608940) withdrawn.",,4,1,"{""UNKNOWN"": 2, ""NOT_YET_RECRUITING"": 1, ""WITHDRAWN"": 1}",NCT05690425,NCT06608940,NCT05690425|NCT05970822|NCT06111326|NCT06608940,https://clinicaltrials.gov/study/NCT05690425|https://clinicaltrials.gov/study/NCT05970822|https://clinicaltrials.gov/study/NCT06608940,"Registry text describes BC3402 as a novel anti-TIM3 agent; sponsor inferred from the BC-prefix used by BioCity Biopharma (e.g., BC3195), not web-verified. Several trial statuses are UNKNOWN/withdrawn, so activity is unclear. Offline verification only."
YH002,YH002,YH002,,Biocytogen / Eucure Biopharma,Beijing,high,prior_knowledge,OX40,anti-OX40 agonist monoclonal antibody,monoclonal antibody,,,,advanced solid tumors,solid tumor | solid tumors,phase 1,phase 1,phase 1,active,unknown,,,,2,0,"{""COMPLETED"": 2}",NCT04353102,NCT05169697,NCT04353102|NCT05169697,,Eucure Biopharma is Biocytogen's immuno-oncology antibody subsidiary.
YH001,yh-001,YH001,yh-001,Biocytogen Pharmaceuticals / Eucure Biopharma (subsidiary),Beijing,high,prior_knowledge,CTLA-4,"anti-CTLA-4 monoclonal antibody, studied in combination with toripalimab (anti-PD-1)",monoclonal antibody,,Unknown,CHEMBL5095391,advanced solid tumors | non-small cell lung cancer | hepatocellular carcinoma | sarcoma,solid tumors | solid tumor | advanced solid tumors | non-small cell lung cancer | hepatocellular carcinoma | sarcoma,phase 2,phase 2,phase 2,unclear,unknown,Shanghai Junshi Biosciences (toripalimab combination),,,6,0,"{""COMPLETED"": 4, ""WITHDRAWN"": 1, ""UNKNOWN"": 1}",NCT04357756,NCT05448820,NCT04357756|NCT04699929|NCT05169697|NCT05176509|NCT05212922|NCT05448820,,
BRL-101,BRL-101,BRL-101,,Bioray Laboratories,Shanghai,medium,prior_knowledge,,ex vivo gene-edited/gene-modified autologous hematopoietic stem cell therapy,gene therapy,,,,transfusion-dependent beta-thalassemia,beta thalassemia,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,,1,1,"{""ENROLLING_BY_INVITATION"": 1}",NCT05577312,NCT05577312,NCT05577312,,Bioray Laboratories is a Shanghai-based cell/gene therapy company.
BRL-301,BRL-301,BRL-301|TyU19 (reported),,Bioray Laboratories,Shanghai,high,web_verified,CD19,allogeneic (universal) gene-edited CD19 CAR-T,cell therapy,,,,refractory systemic lupus erythematosus|diffuse cutaneous systemic sclerosis|immune-mediated necrotizing myopathy|relapsed/refractory non-Hodgkin lymphoma,diffuse cutaneous systemic sclerosis | immune-mediated necrotizing myopathy | systemic lupus erythematosus | non-Hodgkin lymphoma,phase 1,phase 1,not stated,active,retained,,"Cell, Jul 2024 (Wang et al., Naval Medical University/Bioray): allogeneic CD19 CAR-T (TyU19, reported to be BRL-301) produced deep B-cell depletion and sustained remission in 3 patients with refractory IMNM/dcSSc without GvHD (from prior knowledge; not re-verified).",Among the first allogeneic CAR-T reports in autoimmune disease,3,3,"{""ENROLLING_BY_INVITATION"": 1, ""RECRUITING"": 2}",NCT05859997,NCT07248163,NCT05859997|NCT05988216|NCT07248163,https://clinicaltrials.gov/study/NCT05859997|https://clinicaltrials.gov/study/NCT05988216,"Investigator-initiated (phase NA) studies. web search budget exhausted mid-batch; profile from prior knowledge, not re-verified"
PM1003,PM1003,PM1003,,Biotheus,Zhuhai,high,prior_knowledge,,,unknown,,,,advanced solid tumors,advanced solid tumors,phase 1/2,phase 1/2,phase 1/2,active,,,,,1,0,"{""UNKNOWN"": 1}",NCT05862831,NCT05862831,NCT05862831,,
PM1009,PM1009,PM1009,,Biotheus,Zhuhai,medium,prior_knowledge,TIGIT x PVRIG,bispecific antibody co-blocking TIGIT and PVRIG immune checkpoints,bispecific/multispecific antibody,,,,advanced tumors | hepatocellular carcinoma | locally advanced tumors,advanced tumors | hepatocellular carcinoma,phase 1/2,phase 1/2,phase 1/2,active,unknown,,,one of few clinical-stage anti-PVRIG-containing bispecifics,2,1,"{""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 1}",NCT05607563,NCT06584071,NCT05607563|NCT06584071,,"Confirmed anti-TIGIT/PVRIG from trial title; combined with PM8002 (Biotheus's PD-L1xVEGF bispecific, licensed to BioNTech as BNT327)."
PM1015,PM1015,PM1015,,Biotheus,Zhuhai,high,prior_knowledge,,,unknown,,,,solid tumor,solid tumor,phase 1,phase 1,phase 1,active,,,,,1,0,"{""UNKNOWN"": 1}",NCT05950815,NCT05950815,NCT05950815,,
PM1021,PM1021,PM1021|PM8001|tested in combination with PM1021|tested in combination with PM8001,,Biotheus,Zhuhai,medium,prior_knowledge,TIGIT,anti-TIGIT monoclonal antibody,monoclonal antibody,,,,advanced solid tumors,advanced solid tumour,phase 1,phase 1,phase 1,unclear,unknown,,,,1,0,"{""UNKNOWN"": 1}",NCT05537051,NCT05537051,NCT05537051,,"Target taken directly from trial title (Anti-PD-L1/TGF-beta). Distinct from Biotheus's better-known PM8002 (PD-L1xVEGF, partnered with BioNTech as BNT327). || Target taken directly from trial title (Anti-TIGIT); PM-prefixed codes belong to Biotheus."
PM1022,PM1022,PM1022,,Biotheus,Zhuhai,high,prior_knowledge,,,unknown,,,,solid malignancies,solid malignancies,phase 1/2,phase 1/2,phase 1/2,active,,,,,1,0,"{""UNKNOWN"": 1}",NCT05867771,NCT05867771,NCT05867771,,
PM1032,PM1032,PM1032,,Biotheus,Zhuhai,high,prior_knowledge,,,unknown,,,,advanced solid tumors,advanced solid tumors,phase 1/2,phase 1/2,phase 1/2,active,,,,,1,0,"{""UNKNOWN"": 1}",NCT05839106,NCT05839106,NCT05839106,,"Biotheus (Zhuhai, Guangdong) is best known for PM8002/BNT327 (PD-L1xVEGF bispecific, licensed to BioNTech/Bristol Myers Squibb); PM1032's specific target not confidently recalled — likely a separate earlier-stage program."
PM8002,PM8002,BNT327|PM8002,,Biotheus,"Zhuhai, Guangdong",high,prior_knowledge,PD-L1 x VEGF,PD-L1/VEGF bispecific antibody,bispecific/multispecific antibody,,,,small cell lung cancer|hepatocellular carcinoma|non-squamous non-small cell lung cancer|triple-negative breast cancer,small cell lung cancer | hepatocellular carcinoma | non-squamous non-small cell lung cancer | neuroendocrine neoplasm | malignant mesothelioma | triple-negative breast cancer | advanced solid tumors | breast cancer,phase 3,phase 3,phase 3,active,licensed-out,BioNTech (BioNTech subsequently partnered with Bristol Myers Squibb on the combined program),"BioNTech acquired/licensed global rights to PM8002 from Biotheus around 2023, renaming it BNT327, then formed a major co-development deal with Bristol Myers Squibb around 2024-2025; rough recollection of timeline.",Part of the wave of PD-(L)1 x VEGF bispecifics following Akeso's ivonescimab (AK112).,13,13,"{""ACTIVE_NOT_RECRUITING"": 6, ""RECRUITING"": 4, ""NOT_YET_RECRUITING"": 3}",NCT05756972,NCT07133750,NCT05756972|NCT05844150|NCT05864105|NCT05879055|NCT05879068|NCT05918107|NCT05918133|NCT05918445|NCT06419621|NCT06584071|NCT06616532|NCT06837948|NCT07133750,,
BRII-179,BRII-179,BRII-179|VBI-2601,,Brii Biosciences,"Beijing/Shanghai and Durham, NC (dual HQ)",medium,prior_knowledge,HBV surface antigen,recombinant hepatitis B therapeutic vaccine,vaccine,,,,chronic hepatitis B virus infection,hepatitis B virus infection,phase 2,phase 2,phase 2,active,licensed-in,VBI Vaccines (originator),,,3,2,"{""COMPLETED"": 1, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 1}",NCT04749368,NCT06650852,NCT04749368|NCT06491563|NCT06650852,,"BRII-179 (VBI-2601) originated at VBI Vaccines (Canada/US); Brii Biosciences (Chinese-founded, dual China/US HQ) develops it, often combined with BRII-835 (VIR-2218, licensed from Vir Biotechnology)."
BRII-296,BRII-296,BRII-296,,Brii Biosciences,Beijing,medium,prior_knowledge,,Neuroactive steroid GABA-A receptor modulator (allopregnanolone-analog class),small molecule,,,,severe postpartum depression,postpartum depression,phase 2,phase 2,phase 2,active,unknown,,,,1,0,"{""COMPLETED"": 1}",NCT06057012,NCT06057012,NCT06057012,,"Brii Biosciences has dual HQ in Beijing and Durham, NC and is HKEX-listed; classified CN given Beijing origin and China-centric leadership, though it also has significant US operations. Mechanism recalled with only medium confidence."
BRII-297,BRII-297,BRII-297,,Brii Biosciences,Beijing/Durham NC (dual HQ),medium,prior_knowledge,,,unknown,,,,,,phase 1,phase 1,phase 1,active,,,,,1,0,"{""COMPLETED"": 1}",NCT05845840,NCT05845840,NCT05845840,,"Brii Biosciences has dual US (Durham, NC) and China (Beijing) headquarters and HK listing, with major R&D collaborations in China (e.g., Tsinghua University on its COVID antibodies BRII-196/198); classified CN with medium confidence given the cross-border structure. Specific mechanism of BRII-297 not confidently recalled."
BRII-5395,BRII-5395,BRII-5395,,Brii Biosciences,"Beijing / Durham, NC (dual HQ)",medium,prior_knowledge,,,unknown,,,,hepatocellular carcinoma (HBV-related),hepatocellular carcinoma,phase 1,phase 1,phase 1,active,,,,,1,1,"{""NOT_YET_RECRUITING"": 1}",NCT07557251,NCT07557251,NCT07557251,,"Brii Biosciences is dual-headquartered (Beijing/Guangzhou, China and Durham, NC, US); China-founded with substantial China R&D and management, so classified CN with medium confidence. Trial combines with Innovent's sintilimab and bevacizumab; no specific recall of BRII-5395's own mechanism."
BRII-693,BRII-693,BRII-693|QPX9003,,Brii Biosciences,"Beijing (dual HQ with US, e.g. Durham NC / Cambridge MA)",medium,prior_knowledge,"gram-negative bacterial membrane (polymyxin class, probable)","likely a next-generation polymyxin-class antibiotic (originally associated with Qpex Biopharma, US) for multidrug-resistant gram-negative infections",small molecule,,,,,,phase 1,phase 1,phase 1,unclear,unknown,,,,1,0,"{""COMPLETED"": 1}",NCT04808414,NCT04808414,NCT04808414,,"The trial title references 'QPX9003' rather than 'BRII-693', suggesting BRII-693 may be Brii Biosciences' internal code for an in-licensed asset originally developed by Qpex Biopharma (US); medium confidence on this correspondence. Brii Biosciences has dual China/US headquarters and mixed R&D footprint, so CN classification here is only medium confidence."
BRII-196,amubarvimab,BRII-196|BRII-196+BRII-198 (combination with romlusevimab),amubarvimab,Brii Biosciences,"Beijing / Durham, NC (dual HQ)",high,prior_knowledge,SARS-CoV-2 spike protein,neutralizing monoclonal antibody (non-competing pair with BRII-198/romlusevimab) against SARS-CoV-2,monoclonal antibody,Spike glycoprotein inhibitor [Spike glycoprotein],Antibody,CHEMBL4650382|CHEMBL4650383,COVID-19 | SARS-CoV-2 infection,COVID-19 | SARS-CoV-2 infection,approved (China),approved (China),phase 3,discontinued,unknown,,"Amubarvimab/romlusevimab (brand Xinbawei, BRII-196+198) received conditional approval in China (~2022) for COVID-19 treatment; relevance faded as later variants escaped neutralization.",,7,0,"{""COMPLETED"": 6, ""WITHDRAWN"": 1}",NCT04479631,NCT05780424,NCT04479631|NCT04501978|NCT04518410|NCT04691180|NCT04770467|NCT04787211|NCT05780424,,"Brii Biosciences has dual China/US presence (Beijing and Durham, NC); classified CN given Beijing origin/HQ. development_status marked discontinued/inactive due to well-known loss of efficacy against Omicron-era variants; medium confidence on current exact status."
BRII-835,elebsiran,BRII-835|VIR-2218,elebsiran,Brii Biosciences,"Beijing (dual HQ with Durham, NC)",medium,web_verified,HBV transcripts (HBx region siRNA),GalNAc-siRNA targeting HBV RNA,oligonucleotide,,Oligonucleotide,CHEMBL5315044,chronic hepatitis B (combinations with PEG-IFN alpha and/or BRII-179 vaccine),hepatitis B virus infection,phase 2,phase 2,phase 2,active,,"Vir Biotechnology (originator, US; Brii holds Greater China rights)","2025 (EASL/AASLD; ENSURE NCT05970289 and related phase 2s): elebsiran + PEG-IFN 48-week regimens achieved HBsAg loss / functional cure in a meaningful subset, especially baseline HBsAg <1500 IU/mL (figures not re-verified).",,3,3,"{""ACTIVE_NOT_RECRUITING"": 2, ""RECRUITING"": 1}",NCT05970289,NCT06650852,NCT05970289|NCT06491563|NCT06650852,https://clinicaltrials.gov/study/NCT05970289|https://clinicaltrials.gov/study/NCT06650852,"Brii is Chinese-founded (Zhi Hong), HKEX-listed, HQ Beijing/Durham - classified CN with medium confidence; asset originated at Vir (Alnylam-derived). web search budget exhausted mid-batch; profile from prior knowledge, not re-verified"
BRII-198,romlusevimab,BRII-198|BRII198,romlusevimab,Brii Biosciences,Beijing,high,web_verified,SARS-CoV-2 spike RBD,"neutralizing anti-SARS-CoV-2 IgG1 mAb (YTE half-life extended), used with amubarvimab (BRII-196)",monoclonal antibody,Spike glycoprotein inhibitor [Spike glycoprotein],Antibody,CHEMBL4650383,COVID-19 (treatment of mild/moderate high-risk outpatients; hospitalized patients),COVID-19 | SARS-CoV-2 infection,approved (China),approved (China),phase 3,discontinued,retained,"TSB Therapeutics (Brii JV with Tsinghua University / Shenzhen Third People's Hospital, antibody discoverers)",ACTIV-2 phase 3 (2021): amubarvimab/romlusevimab combination reduced hospitalization or death by ~80% vs placebo in high-risk non-hospitalized COVID-19 patients; NMPA approval Dec 2021 (first China-approved COVID-19 antibody therapy); ACTIV-3/TICO inpatient study (NCT05780424) completed. Commercial activity wound down 2023-2024 as variants reduced utility.,first COVID-19 neutralizing antibody approved in China,5,0,"{""COMPLETED"": 4, ""WITHDRAWN"": 1}",NCT04479644,NCT05780424,NCT04479644|NCT04691180|NCT04770467|NCT04787211|NCT05780424,https://clinicaltrials.gov/study/NCT05780424|https://clinicaltrials.gov/study/NCT04787211|https://clinicaltrials.gov/study/NCT04691180|https://platform.opentargets.org/drug/CHEMBL4650383,"Brii Biosciences is HK-listed with headquarters in Beijing and US operations in Durham, NC; counted as Chinese sponsor. [No live web verification possible in this session (WebSearch budget exhausted, WebFetch blocked); based on local ClinicalTrials.gov/OpenTargets data plus prior knowledge - verify phase/approval details.]"
CAN008,asunercept,APG101|CAN008,asunercept,CANbridge Pharmaceuticals,Beijing,medium,prior_knowledge,CD95 (Fas) / CD95L pathway,CD95-Fc fusion protein blocking CD95L/CD95 (Fas) signaling,protein/fusion protein,Tumor necrosis factor ligand superfamily member 6 binding agent [Tumor necrosis factor ligand superfamily member 6],Protein,CHEMBL4297886,glioblastoma|recurrent glioblastoma,glioblastoma,phase 3,phase 3,phase 2,active,partnered,"Apogenix SE (Germany, originator); CANbridge holds Greater China rights",,First CD95-Fc fusion protein (asunercept) in clinical development for glioblastoma,2,0,"{""UNKNOWN"": 2}",NCT03746288,NCT05447195,NCT03746288|NCT05447195,,"Seed 'Ascentage Pharma' appears incorrect -- Ascentage's own codes are APG-prefixed (e.g. APG-2449), not CAN-prefixed. CAN008 is CANbridge Pharmaceuticals' license of Apogenix's asunercept (APG101) for Greater China. Medium confidence on sponsor identity."
CT0180,CT0180,CT0180|CT0180 cells,,CARsgen Therapeutics,Shanghai,high,prior_knowledge,GPC3 (probable),"chimeric antigen receptor (CAR) T-cell therapy, likely targeting Glypican-3 (GPC3) given HCC indication",cell therapy,,,,advanced hepatocellular carcinoma,hepatocellular carcinoma,phase 1,phase 1,phase 1,active,unknown,,,,1,1,"{""ACTIVE_NOT_RECRUITING"": 1}",NCT04756648,NCT04756648,NCT04756648,,CARsgen Therapeutics (Shanghai) is known for Claudin18.2 CAR-T (satricabtagene autoleucel/CT041) and GPC3-directed CAR-T programs for HCC; CT0180 fits the GPC3 HCC program profile at medium confidence on the specific target.
CT0181,CT0181,CT0181,,CARsgen Therapeutics,Shanghai,high,prior_knowledge,,CAR-T cell therapy,cell therapy,,,,hepatocellular carcinoma,hepatocellular carcinoma,phase 1,phase 1,phase 1,unclear,,,,,1,0,"{""UNKNOWN"": 1}",NCT04973098,NCT04973098,NCT04973098,,CT0xx numbering is CARsgen's CAR-T naming convention (e.g. CT041/satricabtagene autoleucel is a CLDN18.2 CAR-T); specific target antigen for CT0181 in HCC not confidently recalled (possibly GPC3).
CT048,CT048,CT048,,CARsgen Therapeutics,Shanghai,high,prior_knowledge,,CAR-T cell therapy,cell therapy,,,,solid tumor,solid tumor,phase 1,phase 1,phase 1,unclear,unknown,,,,1,0,"{""UNKNOWN"": 1}",NCT05393986,NCT05393986,NCT05393986,,"CARsgen (Shanghai) is known for satricabtagene autoleucel (CT041, Claudin18.2 CAR-T, approved in China 2024) and GPC3-targeted CAR-T programs for liver cancer; CT048's exact target not confidently recalled."
CT0590,CT0590,CT0590,,CARsgen Therapeutics,Shanghai,high,prior_knowledge,BCMA (suspected),CAR-T cell therapy,cell therapy,,,,relapsed/refractory multiple myeloma,multiple myeloma,phase 1,phase 1,not stated,unclear,,,,,1,0,"{""UNKNOWN"": 1}",NCT05066022,NCT05066022,NCT05066022,,CT0xx numbering is CARsgen's CAR-T naming convention; target inferred from the multiple myeloma indication (commonly BCMA) with medium confidence.
